Full Room Label,Room Label,Area,Map ID,Room ID,X,Y,W,H,Suffix
"Plaza Roquefort Shopping Mall (X+0, Y-7) - ren8916","Plaza Roquefort Shopping Mall (X+0, Y-7) - ren8916",Plaza Roquefort Shopping Mall,dungeon1,ren8916,0,-7,1,1,
"Plaza Roquefort Shopping Mall (X+1, Y-7) - ren32042","Plaza Roquefort Shopping Mall (X+1, Y-7) - ren32042",Plaza Roquefort Shopping Mall,dungeon1,ren32042,1,-7,1,1,
"Plaza Roquefort Shopping Mall (X+2, Y-7) - ren32264","Plaza Roquefort Shopping Mall (X+2, Y-7) - ren32264",Plaza Roquefort Shopping Mall,dungeon1,ren32264,2,-7,1,1,
"Plaza Roquefort Shopping Mall (X+3, Y-7) - ren32290","Plaza Roquefort Shopping Mall (X+3, Y-7) - ren32290",Plaza Roquefort Shopping Mall,dungeon1,ren32290,3,-7,1,1,
"Plaza Roquefort Shopping Mall (X+4, Y-7) - ren32055","Plaza Roquefort Shopping Mall (X+4, Y-7) - ren32055",Plaza Roquefort Shopping Mall,dungeon1,ren32055,4,-7,1,1,
"Plaza Roquefort Shopping Mall (X-3, Y-6) - ren4847","Plaza Roquefort Shopping Mall (X-3, Y-6) - ren4847",Plaza Roquefort Shopping Mall,dungeon1,ren4847,-3,-6,1,1,
"Plaza Roquefort Shopping Mall (X-2, Y-6) - ren8844","Plaza Roquefort Shopping Mall (X-2, Y-6) - ren8844",Plaza Roquefort Shopping Mall,dungeon1,ren8844,-2,-6,1,1,
"Plaza Roquefort Shopping Mall (X-1, Y-6) - ren8828","Plaza Roquefort Shopping Mall (X-1, Y-6) - ren8828",Plaza Roquefort Shopping Mall,dungeon1,ren8828,-1,-6,1,1,
"Plaza Roquefort Shopping Mall (X+0, Y-6) - ren8933","Plaza Roquefort Shopping Mall (X+0, Y-6) - ren8933",Plaza Roquefort Shopping Mall,dungeon1,ren8933,0,-6,1,1,
"Plaza Roquefort Shopping Mall (X+1, Y-6) - ren32011","Plaza Roquefort Shopping Mall (X+1, Y-6) - ren32011",Plaza Roquefort Shopping Mall,dungeon1,ren32011,1,-6,2,1,
"Plaza Roquefort Shopping Mall (X+3, Y-6) - ren31995","Plaza Roquefort Shopping Mall (X+3, Y-6) - ren31995",Plaza Roquefort Shopping Mall,dungeon1,ren31995,3,-6,1,1,
"Plaza Roquefort Shopping Mall (X+4, Y-6) - ren32000","Plaza Roquefort Shopping Mall (X+4, Y-6) - ren32000",Plaza Roquefort Shopping Mall,dungeon1,ren32000,4,-6,1,1,
"Plaza Roquefort Shopping Mall (X-4, Y-5) - ren4855","Plaza Roquefort Shopping Mall (X-4, Y-5) - ren4855",Plaza Roquefort Shopping Mall,dungeon1,ren4855,-4,-5,1,1,
"Plaza Roquefort Shopping Mall (X-3, Y-5) - ren32638","Plaza Roquefort Shopping Mall (X-3, Y-5) - ren32638",Plaza Roquefort Shopping Mall,dungeon1,ren32638,-3,-5,1,1,
"Plaza Roquefort Shopping Mall (X-2, Y-5) - ren6584","Plaza Roquefort Shopping Mall (X-2, Y-5) - ren6584",Plaza Roquefort Shopping Mall,dungeon1,ren6584,-2,-5,1,1,
"Plaza Roquefort Shopping Mall (X-1, Y-5) - yug6","Plaza Roquefort Shopping Mall (X-1, Y-5) - yug6",Plaza Roquefort Shopping Mall,dungeon1,yug6,-1,-5,1,1,
"Plaza Roquefort Shopping Mall (X+0, Y-5) - ren4845","Plaza Roquefort Shopping Mall (X+0, Y-5) - ren4845",Plaza Roquefort Shopping Mall,dungeon1,ren4845,0,-5,1,2,
"Plaza Roquefort Shopping Mall (X+1, Y-5) - lor835","Plaza Roquefort Shopping Mall (X+1, Y-5) - lor835",Plaza Roquefort Shopping Mall,dungeon1,lor835,1,-5,1,2,
"Plaza Roquefort Shopping Mall (X+2, Y-5) - lor942","Plaza Roquefort Shopping Mall (X+2, Y-5) - lor942",Plaza Roquefort Shopping Mall,dungeon1,lor942,2,-5,1,1,
"Plaza Roquefort Shopping Mall (X+3, Y-5) - ren4358","Plaza Roquefort Shopping Mall (X+3, Y-5) - ren4358",Plaza Roquefort Shopping Mall,dungeon1,ren4358,3,-5,1,1,
"Plaza Roquefort Shopping Mall (X+4, Y-5) - ren4297","Plaza Roquefort Shopping Mall (X+4, Y-5) - ren4297",Plaza Roquefort Shopping Mall,dungeon1,ren4297,4,-5,1,1,
"Plaza Roquefort Shopping Mall (X-6, Y-4) - yug223","Plaza Roquefort Shopping Mall (X-6, Y-4) - yug223",Plaza Roquefort Shopping Mall,dungeon1,yug223,-6,-4,1,1,
"Plaza Roquefort Shopping Mall (X-4, Y-4) - ren32609","Plaza Roquefort Shopping Mall (X-4, Y-4) - ren32609",Plaza Roquefort Shopping Mall,dungeon1,ren32609,-4,-4,2,1,
"Plaza Roquefort Shopping Mall (X-2, Y-4) - ren4471","Plaza Roquefort Shopping Mall (X-2, Y-4) - ren4471",Plaza Roquefort Shopping Mall,dungeon1,ren4471,-2,-4,2,2,
"Plaza Roquefort Shopping Mall (X+2, Y-4) - ren4203","Plaza Roquefort Shopping Mall (X+2, Y-4) - ren4203",Plaza Roquefort Shopping Mall,dungeon1,ren4203,2,-4,1,1,
"Plaza Roquefort Shopping Mall (X+3, Y-4) - ren4204","Plaza Roquefort Shopping Mall (X+3, Y-4) - ren4204",Plaza Roquefort Shopping Mall,dungeon1,ren4204,3,-4,1,1,
"Plaza Roquefort Shopping Mall (X+4, Y-4) - ren4254","Plaza Roquefort Shopping Mall (X+4, Y-4) - ren4254",Plaza Roquefort Shopping Mall,dungeon1,ren4254,4,-4,1,1,
"Plaza Roquefort Shopping Mall (X-6, Y-3) - ren461","Plaza Roquefort Shopping Mall (X-6, Y-3) - ren461",Plaza Roquefort Shopping Mall,dungeon1,ren461,-6,-3,1,1,
"Plaza Roquefort Shopping Mall (X-4, Y-3) - ren32628","Plaza Roquefort Shopping Mall (X-4, Y-3) - ren32628",Plaza Roquefort Shopping Mall,dungeon1,ren32628,-4,-3,1,1,
"Plaza Roquefort Shopping Mall (X-3, Y-3) - ren4708","Plaza Roquefort Shopping Mall (X-3, Y-3) - ren4708",Plaza Roquefort Shopping Mall,dungeon1,ren4708,-3,-3,1,1,
"Plaza Roquefort Shopping Mall (X+0, Y-3) - ren8970","Plaza Roquefort Shopping Mall (X+0, Y-3) - ren8970",Plaza Roquefort Shopping Mall,dungeon1,ren8970,0,-3,1,1,
"Plaza Roquefort Shopping Mall (X+1, Y-3) - ren4438","Plaza Roquefort Shopping Mall (X+1, Y-3) - ren4438",Plaza Roquefort Shopping Mall,dungeon1,ren4438,1,-3,2,1,
"Plaza Roquefort Shopping Mall (X+3, Y-3) - ren4202","Plaza Roquefort Shopping Mall (X+3, Y-3) - ren4202",Plaza Roquefort Shopping Mall,dungeon1,ren4202,3,-3,1,1,
"Plaza Roquefort Shopping Mall (X+4, Y-3) - ren4205","Plaza Roquefort Shopping Mall (X+4, Y-3) - ren4205",Plaza Roquefort Shopping Mall,dungeon1,ren4205,4,-3,1,1,
"Plaza Roquefort Shopping Mall (X-6, Y-2) - ren425","Plaza Roquefort Shopping Mall (X-6, Y-2) - ren425",Plaza Roquefort Shopping Mall,dungeon1,ren425,-6,-2,1,1,
"Plaza Roquefort Shopping Mall (X-4, Y-2) - ren4612","Plaza Roquefort Shopping Mall (X-4, Y-2) - ren4612",Plaza Roquefort Shopping Mall,dungeon1,ren4612,-4,-2,1,1,
"Plaza Roquefort Shopping Mall (X-3, Y-2) - ren561","Plaza Roquefort Shopping Mall (X-3, Y-2) - ren561",Plaza Roquefort Shopping Mall,dungeon1,ren561,-3,-2,1,1,
"Plaza Roquefort Shopping Mall (X-2, Y-2) - ren2223","Plaza Roquefort Shopping Mall (X-2, Y-2) - ren2223",Plaza Roquefort Shopping Mall,dungeon1,ren2223,-2,-2,1,1,
"Plaza Roquefort Shopping Mall (X-1, Y-2) - ren3969 (Main)","Plaza Roquefort Shopping Mall (X-1, Y-2) - ren3969",Plaza Roquefort Shopping Mall,dungeon1,ren3969,-1,-2,3,3, (Main)
"Plaza Roquefort Shopping Mall (X-1, Y-2) - ren3969 (South)","Plaza Roquefort Shopping Mall (X-1, Y-2) - ren3969",Plaza Roquefort Shopping Mall,dungeon1,ren3969,-1,-2,3,3, (South)
"Plaza Roquefort Shopping Mall (X+2, Y-2) - ren9305","Plaza Roquefort Shopping Mall (X+2, Y-2) - ren9305",Plaza Roquefort Shopping Mall,dungeon1,ren9305,2,-2,1,1,
"Plaza Roquefort Shopping Mall (X+3, Y-2) - ren8993","Plaza Roquefort Shopping Mall (X+3, Y-2) - ren8993",Plaza Roquefort Shopping Mall,dungeon1,ren8993,3,-2,2,1,
"Plaza Roquefort Shopping Mall (X-6, Y-1) - ren3803","Plaza Roquefort Shopping Mall (X-6, Y-1) - ren3803",Plaza Roquefort Shopping Mall,dungeon1,ren3803,-6,-1,1,1,
"Plaza Roquefort Shopping Mall (X-4, Y-1) - ren4598","Plaza Roquefort Shopping Mall (X-4, Y-1) - ren4598",Plaza Roquefort Shopping Mall,dungeon1,ren4598,-4,-1,1,1,
"Plaza Roquefort Shopping Mall (X-3, Y-1) - ren4628","Plaza Roquefort Shopping Mall (X-3, Y-1) - ren4628",Plaza Roquefort Shopping Mall,dungeon1,ren4628,-3,-1,1,1,
"Plaza Roquefort Shopping Mall (X-2, Y-1) - ren2055","Plaza Roquefort Shopping Mall (X-2, Y-1) - ren2055",Plaza Roquefort Shopping Mall,dungeon1,ren2055,-2,-1,1,1,
"Plaza Roquefort Shopping Mall (X+2, Y-1) - ren4449 (North)","Plaza Roquefort Shopping Mall (X+2, Y-1) - ren4449",Plaza Roquefort Shopping Mall,dungeon1,ren4449,2,-1,1,2, (North)
"Plaza Roquefort Shopping Mall (X+2, Y-1) - ren4449 (South)","Plaza Roquefort Shopping Mall (X+2, Y-1) - ren4449",Plaza Roquefort Shopping Mall,dungeon1,ren4449,2,-1,1,2, (South)
"Plaza Roquefort Shopping Mall (X+3, Y-1) - ren8995","Plaza Roquefort Shopping Mall (X+3, Y-1) - ren8995",Plaza Roquefort Shopping Mall,dungeon1,ren8995,3,-1,1,1,
"Plaza Roquefort Shopping Mall (X+4, Y-1) - ren4805","Plaza Roquefort Shopping Mall (X+4, Y-1) - ren4805",Plaza Roquefort Shopping Mall,dungeon1,ren4805,4,-1,1,1,
"Plaza Roquefort Shopping Mall (X+6, Y-1) - ren3609","Plaza Roquefort Shopping Mall (X+6, Y-1) - ren3609",Plaza Roquefort Shopping Mall,dungeon1,ren3609,6,-1,1,1,
"Plaza Roquefort Shopping Mall (X-4, Y+0) - ren573","Plaza Roquefort Shopping Mall (X-4, Y+0) - ren573",Plaza Roquefort Shopping Mall,dungeon1,ren573,-4,0,1,1,
"Plaza Roquefort Shopping Mall (X-3, Y+0) - ren4466 (West)","Plaza Roquefort Shopping Mall (X-3, Y+0) - ren4466",Plaza Roquefort Shopping Mall,dungeon1,ren4466,-3,0,2,1, (West)
"Plaza Roquefort Shopping Mall (X-3, Y+0) - ren4466 (East)","Plaza Roquefort Shopping Mall (X-3, Y+0) - ren4466",Plaza Roquefort Shopping Mall,dungeon1,ren4466,-3,0,2,1, (East)
"Plaza Roquefort Shopping Mall (X+3, Y+0) - ren9067","Plaza Roquefort Shopping Mall (X+3, Y+0) - ren9067",Plaza Roquefort Shopping Mall,dungeon1,ren9067,3,0,1,1,
"Plaza Roquefort Shopping Mall (X+4, Y+0) - ren5150","Plaza Roquefort Shopping Mall (X+4, Y+0) - ren5150",Plaza Roquefort Shopping Mall,dungeon1,ren5150,4,0,1,1,
"Police Department (X-1, Y-4) - ren66","Police Department (X-1, Y-4) - ren66",Police Department,policedep,ren66,-1,-4,1,1,
"Police Department (X+0, Y-4) - ren61","Police Department (X+0, Y-4) - ren61",Police Department,policedep,ren61,0,-4,1,1,
"Police Department (X+1, Y-4) - ren28","Police Department (X+1, Y-4) - ren28",Police Department,policedep,ren28,1,-4,1,2,
"Police Department (X+2, Y-4) - ren44","Police Department (X+2, Y-4) - ren44",Police Department,policedep,ren44,2,-4,1,2,
"Police Department (X-1, Y-3) - lor193","Police Department (X-1, Y-3) - lor193",Police Department,policedep,lor193,-1,-3,1,1,
"Police Department (X+0, Y-3) - lor197","Police Department (X+0, Y-3) - lor197",Police Department,policedep,lor197,0,-3,1,1,
"Police Department (X-1, Y-2) - lor209","Police Department (X-1, Y-2) - lor209",Police Department,policedep,lor209,-1,-2,1,1,
"Police Department (X+0, Y-2) - lor205","Police Department (X+0, Y-2) - lor205",Police Department,policedep,lor205,0,-2,1,1,
"Police Department (X+1, Y-2) - lor221","Police Department (X+1, Y-2) - lor221",Police Department,policedep,lor221,1,-2,2,1,
"Police Department (X-1, Y-1) - lor288","Police Department (X-1, Y-1) - lor288",Police Department,policedep,lor288,-1,-1,1,1,
"Police Department (X+0, Y-1) - lor124","Police Department (X+0, Y-1) - lor124",Police Department,policedep,lor124,0,-1,1,1,
"Police Department (X+1, Y-1) - lor264","Police Department (X+1, Y-1) - lor264",Police Department,policedep,lor264,1,-1,1,1,
"Police Department (X+2, Y-1) - lor253","Police Department (X+2, Y-1) - lor253",Police Department,policedep,lor253,2,-1,1,1,
"Police Department (X-1, Y+0) - lor328","Police Department (X-1, Y+0) - lor328",Police Department,policedep,lor328,-1,0,1,1,
"Police Department (X+0, Y+0) - lor2","Police Department (X+0, Y+0) - lor2",Police Department,policedep,lor2,0,0,1,1,
"Police Department (X+1, Y+0) - lor7","Police Department (X+1, Y+0) - lor7",Police Department,policedep,lor7,1,0,1,1,
"Police Department (X+2, Y+0) - lor279","Police Department (X+2, Y+0) - lor279",Police Department,policedep,lor279,2,0,1,1,
"PoultryFC Stadium (X-5, Y-6) - lor643","PoultryFC Stadium (X-5, Y-6) - lor643",PoultryFC Stadium,dungeon4,lor643,-5,-6,2,1,
"PoultryFC Stadium (X-3, Y-6) - lor762","PoultryFC Stadium (X-3, Y-6) - lor762",PoultryFC Stadium,dungeon4,lor762,-3,-6,1,1,
"PoultryFC Stadium (X-2, Y-6) - lor763","PoultryFC Stadium (X-2, Y-6) - lor763",PoultryFC Stadium,dungeon4,lor763,-2,-6,2,2,
"PoultryFC Stadium (X+0, Y-6) - lor630","PoultryFC Stadium (X+0, Y-6) - lor630",PoultryFC Stadium,dungeon4,lor630,0,-6,2,2,
"PoultryFC Stadium (X+2, Y-6) - lor988","PoultryFC Stadium (X+2, Y-6) - lor988",PoultryFC Stadium,dungeon4,lor988,2,-6,1,1,
"PoultryFC Stadium (X+3, Y-6) - lor979","PoultryFC Stadium (X+3, Y-6) - lor979",PoultryFC Stadium,dungeon4,lor979,3,-6,1,1,
"PoultryFC Stadium (X+4, Y-6) - lor833","PoultryFC Stadium (X+4, Y-6) - lor833",PoultryFC Stadium,dungeon4,lor833,4,-6,1,2,
"PoultryFC Stadium (X+5, Y-6) - lor941","PoultryFC Stadium (X+5, Y-6) - lor941",PoultryFC Stadium,dungeon4,lor941,5,-6,1,1,
"PoultryFC Stadium (X+6, Y-6) - lor838","PoultryFC Stadium (X+6, Y-6) - lor838",PoultryFC Stadium,dungeon4,lor838,6,-6,1,1,
"PoultryFC Stadium (X-5, Y-5) - lor722","PoultryFC Stadium (X-5, Y-5) - lor722",PoultryFC Stadium,dungeon4,lor722,-5,-5,1,1,
"PoultryFC Stadium (X-4, Y-5) - lor713","PoultryFC Stadium (X-4, Y-5) - lor713",PoultryFC Stadium,dungeon4,lor713,-4,-5,1,1,
"PoultryFC Stadium (X-3, Y-5) - lor642","PoultryFC Stadium (X-3, Y-5) - lor642",PoultryFC Stadium,dungeon4,lor642,-3,-5,1,1,
"PoultryFC Stadium (X+2, Y-5) - lor961","PoultryFC Stadium (X+2, Y-5) - lor961",PoultryFC Stadium,dungeon4,lor961,2,-5,2,1,
"PoultryFC Stadium (X+5, Y-5) - lor840","PoultryFC Stadium (X+5, Y-5) - lor840",PoultryFC Stadium,dungeon4,lor840,5,-5,1,1,
"PoultryFC Stadium (X+6, Y-5) - lor839","PoultryFC Stadium (X+6, Y-5) - lor839",PoultryFC Stadium,dungeon4,lor839,6,-5,1,1,
"PoultryFC Stadium (X-5, Y-4) - lor647","PoultryFC Stadium (X-5, Y-4) - lor647",PoultryFC Stadium,dungeon4,lor647,-5,-4,1,1,
"PoultryFC Stadium (X-4, Y-4) - lor646","PoultryFC Stadium (X-4, Y-4) - lor646",PoultryFC Stadium,dungeon4,lor646,-4,-4,1,1,
"PoultryFC Stadium (X-3, Y-4) - lor641","PoultryFC Stadium (X-3, Y-4) - lor641",PoultryFC Stadium,dungeon4,lor641,-3,-4,1,1,
"PoultryFC Stadium (X-2, Y-4) - lor155","PoultryFC Stadium (X-2, Y-4) - lor155",PoultryFC Stadium,dungeon4,lor155,-2,-4,6,4,
"PoultryFC Stadium (X+4, Y-4) - lor814","PoultryFC Stadium (X+4, Y-4) - lor814",PoultryFC Stadium,dungeon4,lor814,4,-4,1,1,
"PoultryFC Stadium (X+5, Y-4) - lor808","PoultryFC Stadium (X+5, Y-4) - lor808",PoultryFC Stadium,dungeon4,lor808,5,-4,2,2,
"PoultryFC Stadium (X-5, Y-3) - lor644","PoultryFC Stadium (X-5, Y-3) - lor644",PoultryFC Stadium,dungeon4,lor644,-5,-3,1,1,
"PoultryFC Stadium (X-4, Y-3) - lor638","PoultryFC Stadium (X-4, Y-3) - lor638",PoultryFC Stadium,dungeon4,lor638,-4,-3,1,1,
"PoultryFC Stadium (X-3, Y-3) - lor639","PoultryFC Stadium (X-3, Y-3) - lor639",PoultryFC Stadium,dungeon4,lor639,-3,-3,1,1,
"PoultryFC Stadium (X+4, Y-3) - lor813","PoultryFC Stadium (X+4, Y-3) - lor813",PoultryFC Stadium,dungeon4,lor813,4,-3,1,1,
"PoultryFC Stadium (X-5, Y-2) - lor645","PoultryFC Stadium (X-5, Y-2) - lor645",PoultryFC Stadium,dungeon4,lor645,-5,-2,1,1,
"PoultryFC Stadium (X-4, Y-2) - lor634","PoultryFC Stadium (X-4, Y-2) - lor634",PoultryFC Stadium,dungeon4,lor634,-4,-2,1,1,
"PoultryFC Stadium (X-3, Y-2) - lor636","PoultryFC Stadium (X-3, Y-2) - lor636",PoultryFC Stadium,dungeon4,lor636,-3,-2,1,1,
"PoultryFC Stadium (X+4, Y-2) - lor796","PoultryFC Stadium (X+4, Y-2) - lor796",PoultryFC Stadium,dungeon4,lor796,4,-2,1,1,
"PoultryFC Stadium (X+5, Y-2) - lor793","PoultryFC Stadium (X+5, Y-2) - lor793",PoultryFC Stadium,dungeon4,lor793,5,-2,1,1,
"PoultryFC Stadium (X+6, Y-2) - lor804","PoultryFC Stadium (X+6, Y-2) - lor804",PoultryFC Stadium,dungeon4,lor804,6,-2,1,1,
"PoultryFC Stadium (X-5, Y-1) - lor677","PoultryFC Stadium (X-5, Y-1) - lor677",PoultryFC Stadium,dungeon4,lor677,-5,-1,1,1,
"PoultryFC Stadium (X-4, Y-1) - lor637","PoultryFC Stadium (X-4, Y-1) - lor637",PoultryFC Stadium,dungeon4,lor637,-4,-1,1,1,
"PoultryFC Stadium (X-3, Y-1) - lor586","PoultryFC Stadium (X-3, Y-1) - lor586",PoultryFC Stadium,dungeon4,lor586,-3,-1,1,1,
"PoultryFC Stadium (X+4, Y-1) - lor795","PoultryFC Stadium (X+4, Y-1) - lor795",PoultryFC Stadium,dungeon4,lor795,4,-1,1,1,
"PoultryFC Stadium (X+5, Y-1) - lor790","PoultryFC Stadium (X+5, Y-1) - lor790",PoultryFC Stadium,dungeon4,lor790,5,-1,1,1,
"PoultryFC Stadium (X+6, Y-1) - lor803","PoultryFC Stadium (X+6, Y-1) - lor803",PoultryFC Stadium,dungeon4,lor803,6,-1,1,1,
"PoultryFC Stadium (X-5, Y+0) - lor697","PoultryFC Stadium (X-5, Y+0) - lor697",PoultryFC Stadium,dungeon4,lor697,-5,0,1,1,
"PoultryFC Stadium (X-4, Y+0) - lor709","PoultryFC Stadium (X-4, Y+0) - lor709",PoultryFC Stadium,dungeon4,lor709,-4,0,1,1,
"PoultryFC Stadium (X-3, Y+0) - lor587","PoultryFC Stadium (X-3, Y+0) - lor587",PoultryFC Stadium,dungeon4,lor587,-3,0,1,1,
"PoultryFC Stadium (X-2, Y+0) - lor585","PoultryFC Stadium (X-2, Y+0) - lor585",PoultryFC Stadium,dungeon4,lor585,-2,0,1,1,
"PoultryFC Stadium (X-1, Y+0) - lor584","PoultryFC Stadium (X-1, Y+0) - lor584",PoultryFC Stadium,dungeon4,lor584,-1,0,1,1,
"PoultryFC Stadium (X+0, Y+0) - lor583","PoultryFC Stadium (X+0, Y+0) - lor583",PoultryFC Stadium,dungeon4,lor583,0,0,2,1,
"PoultryFC Stadium (X+2, Y+0) - lor635","PoultryFC Stadium (X+2, Y+0) - lor635",PoultryFC Stadium,dungeon4,lor635,2,0,1,1,
"PoultryFC Stadium (X+3, Y+0) - lor786","PoultryFC Stadium (X+3, Y+0) - lor786",PoultryFC Stadium,dungeon4,lor786,3,0,1,1,
"PoultryFC Stadium (X+4, Y+0) - lor789","PoultryFC Stadium (X+4, Y+0) - lor789",PoultryFC Stadium,dungeon4,lor789,4,0,1,1,
"PoultryFC Stadium (X+5, Y+0) - lor792","PoultryFC Stadium (X+5, Y+0) - lor792",PoultryFC Stadium,dungeon4,lor792,5,0,1,1,
"PoultryFC Stadium (X+6, Y+0) - lor800","PoultryFC Stadium (X+6, Y+0) - lor800",PoultryFC Stadium,dungeon4,lor800,6,0,1,1,
"Safe House (X-1, Y+0) - lor127","Safe House (X-1, Y+0) - lor127",Safe House,safehouse,lor127,-1,0,1,1,
"Safe House (X+0, Y+0) - mig38","Safe House (X+0, Y+0) - mig38",Safe House,safehouse,mig38,0,0,1,1,
"Safe House (X+1, Y+0) - mig32","Safe House (X+1, Y+0) - mig32",Safe House,safehouse,mig32,1,0,1,1,
"Secret Frying-Oil Plant (X+0, Y+2) - ren5312 (North)","Secret Frying-Oil Plant (X+0, Y+2) - ren5312",Secret Frying-Oil Plant,dungeon1,ren5312,0,2,1,4, (North)
"Secret Frying-Oil Plant (X+0, Y+2) - ren5312 (South)","Secret Frying-Oil Plant (X+0, Y+2) - ren5312",Secret Frying-Oil Plant,dungeon1,ren5312,0,2,1,4, (South)
"Secret Frying-Oil Plant (X-4, Y+3) - ren8164 (Main)","Secret Frying-Oil Plant (X-4, Y+3) - ren8164",Secret Frying-Oil Plant,dungeon1,ren8164,-4,3,2,1, (Main)
"Secret Frying-Oil Plant (X-4, Y+3) - ren8164 (East)","Secret Frying-Oil Plant (X-4, Y+3) - ren8164",Secret Frying-Oil Plant,dungeon1,ren8164,-4,3,2,1, (East)
"Secret Frying-Oil Plant (X-2, Y+3) - ren8162","Secret Frying-Oil Plant (X-2, Y+3) - ren8162",Secret Frying-Oil Plant,dungeon1,ren8162,-2,3,2,1,
"Secret Frying-Oil Plant (X+1, Y+3) - ren5462","Secret Frying-Oil Plant (X+1, Y+3) - ren5462",Secret Frying-Oil Plant,dungeon1,ren5462,1,3,1,1,
"Secret Frying-Oil Plant (X+2, Y+3) - ren6925","Secret Frying-Oil Plant (X+2, Y+3) - ren6925",Secret Frying-Oil Plant,dungeon1,ren6925,2,3,2,2,
"Secret Frying-Oil Plant (X+4, Y+3) - yug144","Secret Frying-Oil Plant (X+4, Y+3) - yug144",Secret Frying-Oil Plant,dungeon1,yug144,4,3,1,1,
"Secret Frying-Oil Plant (X-4, Y+4) - ren7529","Secret Frying-Oil Plant (X-4, Y+4) - ren7529",Secret Frying-Oil Plant,dungeon1,ren7529,-4,4,1,1,
"Secret Frying-Oil Plant (X-3, Y+4) - ren8170","Secret Frying-Oil Plant (X-3, Y+4) - ren8170",Secret Frying-Oil Plant,dungeon1,ren8170,-3,4,1,1,
"Secret Frying-Oil Plant (X-2, Y+4) - ren7212","Secret Frying-Oil Plant (X-2, Y+4) - ren7212",Secret Frying-Oil Plant,dungeon1,ren7212,-2,4,1,1,
"Secret Frying-Oil Plant (X-1, Y+4) - ren7218","Secret Frying-Oil Plant (X-1, Y+4) - ren7218",Secret Frying-Oil Plant,dungeon1,ren7218,-1,4,1,2,
"Secret Frying-Oil Plant (X+1, Y+4) - ren6980","Secret Frying-Oil Plant (X+1, Y+4) - ren6980",Secret Frying-Oil Plant,dungeon1,ren6980,1,4,1,1,
"Secret Frying-Oil Plant (X+4, Y+4) - ren6926","Secret Frying-Oil Plant (X+4, Y+4) - ren6926",Secret Frying-Oil Plant,dungeon1,ren6926,4,4,1,1,
"Secret Frying-Oil Plant (X-4, Y+5) - ren8186","Secret Frying-Oil Plant (X-4, Y+5) - ren8186",Secret Frying-Oil Plant,dungeon1,ren8186,-4,5,1,1,
"Secret Frying-Oil Plant (X-3, Y+5) - ren7454","Secret Frying-Oil Plant (X-3, Y+5) - ren7454",Secret Frying-Oil Plant,dungeon1,ren7454,-3,5,1,1,
"Secret Frying-Oil Plant (X-2, Y+5) - ren7579","Secret Frying-Oil Plant (X-2, Y+5) - ren7579",Secret Frying-Oil Plant,dungeon1,ren7579,-2,5,1,1,
"Secret Frying-Oil Plant (X+1, Y+5) - ren7079","Secret Frying-Oil Plant (X+1, Y+5) - ren7079",Secret Frying-Oil Plant,dungeon1,ren7079,1,5,2,1,
"Secret Frying-Oil Plant (X+3, Y+5) - ren7341","Secret Frying-Oil Plant (X+3, Y+5) - ren7341",Secret Frying-Oil Plant,dungeon1,ren7341,3,5,1,1,
"Secret Frying-Oil Plant (X+4, Y+5) - ren6924","Secret Frying-Oil Plant (X+4, Y+5) - ren6924",Secret Frying-Oil Plant,dungeon1,ren6924,4,5,1,1,
"Secret Frying-Oil Plant (X-3, Y+6) - ren6859","Secret Frying-Oil Plant (X-3, Y+6) - ren6859",Secret Frying-Oil Plant,dungeon1,ren6859,-3,6,6,1,
"Secret Frying-Oil Plant (X-2, Y+7) - ren7935","Secret Frying-Oil Plant (X-2, Y+7) - ren7935",Secret Frying-Oil Plant,dungeon1,ren7935,-2,7,1,1,
"Secret Frying-Oil Plant (X-1, Y+7) - ren29878","Secret Frying-Oil Plant (X-1, Y+7) - ren29878",Secret Frying-Oil Plant,dungeon1,ren29878,-1,7,3,3,
"Secret Frying-Oil Plant (X+2, Y+7) - ren7605","Secret Frying-Oil Plant (X+2, Y+7) - ren7605",Secret Frying-Oil Plant,dungeon1,ren7605,2,7,1,1,
"SlimeCorp Excavation Site (X-3, Y-2) - lor1300","SlimeCorp Excavation Site (X-3, Y-2) - lor1300",SlimeCorp Excavation Site,dungeon2,lor1300,-3,-2,1,1,
"SlimeCorp Excavation Site (X-2, Y-2) - lor1301","SlimeCorp Excavation Site (X-2, Y-2) - lor1301",SlimeCorp Excavation Site,dungeon2,lor1301,-2,-2,1,1,
"SlimeCorp Excavation Site (X-1, Y-2) - lor1302","SlimeCorp Excavation Site (X-1, Y-2) - lor1302",SlimeCorp Excavation Site,dungeon2,lor1302,-1,-2,1,1,
"SlimeCorp Excavation Site (X+0, Y-2) - lor1303","SlimeCorp Excavation Site (X+0, Y-2) - lor1303",SlimeCorp Excavation Site,dungeon2,lor1303,0,-2,2,2,
"SlimeCorp Excavation Site (X+2, Y-2) - lor1304","SlimeCorp Excavation Site (X+2, Y-2) - lor1304",SlimeCorp Excavation Site,dungeon2,lor1304,2,-2,1,1,
"SlimeCorp Excavation Site (X+3, Y-2) - lor1305","SlimeCorp Excavation Site (X+3, Y-2) - lor1305",SlimeCorp Excavation Site,dungeon2,lor1305,3,-2,1,1,
"SlimeCorp Excavation Site (X+4, Y-2) - lor179","SlimeCorp Excavation Site (X+4, Y-2) - lor179",SlimeCorp Excavation Site,dungeon2,lor179,4,-2,1,2,
