Room Label 1,Exit,Room Label 2,↔️,Rules,Edit,Idx1,Idx2,✅,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Rule 6,Rule 7,"Badges (SS[+], Moon, Turret, Wing)",Offstring Throw,Walk-the-Dog,Wall-Dash,UFO Throw,Wall Ride,"Moves (Sleeper+AtW/Parry, Coin-Flip, Coin-Flip+Prodigy, Cat's Cradle)",Other,Notes
"FadaFest Convention (X+4, Y-10) - yug204",left,"FadaFest Convention (X+3, Y-10) - yug30",,,,88,87,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-10) - yug204",right,"FadaFest Convention (X+5, Y-10) - yug24",,,,88,89,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-10) - yug24",up,"FadaFest Convention (X+5, Y-11) - yug211",,,,89,84,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-10) - yug24",left,"FadaFest Convention (X+4, Y-10) - yug204",,,,89,88,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-10) - lor331",right,"FadaFest Convention (X+7, Y-10) - yug193",,,,90,91,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-10) - lor331",down,"FadaFest Convention (X+6, Y-9) - yug284",,,,90,95,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-10) - yug193",left,"FadaFest Convention (X+6, Y-10) - lor331",,,,91,90,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-9) - yug171",right,"FadaFest Convention (X+3, Y-9) - yug15",,,,92,93,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-9) - yug171",down,"FadaFest Convention (X+2, Y-8) - yug50",,,,92,98,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-9) - yug15",up,"FadaFest Convention (X+3, Y-10) - yug30",,,,93,87,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-9) - yug15",left,"FadaFest Convention (X+2, Y-9) - yug171",,,,93,92,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-9) - yug15",right,"FadaFest Convention (X+4, Y-9) - yug80",,,,93,94,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-9) - yug15",right,"FadaFest Convention (X+4, Y-8) - ren878",,,,93,99,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-9) - yug15",right,"FadaFest Convention (X+4, Y-7) - yug183",,,,93,104,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-9) - yug15",down,"FadaFest Convention (X+2, Y-6) - yug1",,,,93,107,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-9) - yug80",left,"FadaFest Convention (X+3, Y-9) - yug15",,,,94,93,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-9) - yug80",right,"FadaFest Convention (X+6, Y-9) - yug284",,,,94,95,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-9) - yug284",up,"FadaFest Convention (X+6, Y-10) - lor331",,,,95,90,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-9) - yug284",left,"FadaFest Convention (X+4, Y-9) - yug80",,,,95,94,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-9) - yug284",down,"FadaFest Convention (X+6, Y-8) - yug100",,,,95,101,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-9) - yug149",down,"FadaFest Convention (X+7, Y-8) - lor336",,,,96,102,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+0, Y-8) - yug761",up,"FadaFest Convention (X+0, Y-10) - yug762",,,,97,85,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+0, Y-8) - yug761",down,"FadaFest Convention (X+0, Y-7) - yug221",,,,97,103,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-8) - yug50",up,"FadaFest Convention (X+2, Y-9) - yug171",,,,98,92,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-8) - yug50",down,"FadaFest Convention (X+2, Y-6) - yug1",,,,98,107,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-8) - ren878",left,"FadaFest Convention (X+3, Y-9) - yug15",,,,99,93,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-8) - ren878",right,"FadaFest Convention (X+5, Y-8) - yug64",,,,99,100,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-8) - yug64",left,"FadaFest Convention (X+4, Y-8) - ren878",,,,100,99,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-8) - yug64",right,"FadaFest Convention (X+6, Y-8) - yug100",,,,100,101,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-8) - yug100",up,"FadaFest Convention (X+6, Y-9) - yug284",,,,101,95,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-8) - yug100",left,"FadaFest Convention (X+5, Y-8) - yug64",,,,101,100,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-8) - yug100",right,"FadaFest Convention (X+7, Y-8) - lor336",,,,101,102,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-8) - yug100",down,"FadaFest Convention (X+6, Y-7) - yug98",,,,101,105,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-8) - lor336",up,"FadaFest Convention (X+7, Y-9) - yug149",,,,102,96,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-8) - lor336",left,"FadaFest Convention (X+6, Y-8) - yug100",,,,102,101,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-8) - lor336",down,"FadaFest Convention (X+7, Y-7) - yug142",,,,102,106,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+0, Y-7) - yug221",up,"FadaFest Convention (X+0, Y-8) - yug761",,,,103,97,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+0, Y-7) - yug221",right,"FadaFest Convention (X+2, Y-6) - yug1",,,,103,107,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+0, Y-7) - yug221",down,"FadaFest Convention (X+0, Y-5) - lor2",,,,103,110,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-7) - yug183",left,"FadaFest Convention (X+3, Y-9) - yug15",,,,104,93,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-7) - yug183",right,"FadaFest Convention (X+6, Y-7) - yug98",,,,104,105,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-7) - yug98",up,"FadaFest Convention (X+6, Y-8) - yug100",,,,105,101,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-7) - yug98",left,"FadaFest Convention (X+4, Y-7) - yug183",,,,105,104,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-7) - yug98",right,"FadaFest Convention (X+7, Y-7) - yug142",,,,105,106,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-7) - yug98",left,"FadaFest Convention (X+4, Y-6) - yug43",,,,105,108,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-7) - yug98",right,"FadaFest Convention (X+7, Y-6) - yug137",,,,105,109,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-7) - yug98",down,"FadaFest Convention (X+6, Y-5) - lor420",,,,105,113,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-7) - yug142",up,"FadaFest Convention (X+7, Y-8) - lor336",,,,106,102,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-7) - yug142",left,"FadaFest Convention (X+6, Y-7) - yug98",,,,106,105,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-6) - yug1",up,"FadaFest Convention (X+3, Y-9) - yug15",,,,107,93,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-6) - yug1",up,"FadaFest Convention (X+2, Y-8) - yug50",,,,107,98,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-6) - yug1",left,"FadaFest Convention (X+0, Y-7) - yug221",,,,107,103,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-6) - yug1",right,"FadaFest Convention (X+4, Y-6) - yug43",,,,107,108,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-6) - yug1",right,"FadaFest Convention (X+4, Y-5) - yug135",,,,107,111,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-6) - yug1",down,"FadaFest Convention (X+3, Y-4) - ren818",,,,107,115,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-6) - yug43",right,"FadaFest Convention (X+6, Y-7) - yug98",,,,108,105,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-6) - yug43",left,"FadaFest Convention (X+2, Y-6) - yug1",,,,108,107,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-6) - yug137",left,"FadaFest Convention (X+6, Y-7) - yug98",,,,109,105,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-6) - yug137",left,"FadaFest Convention (X+6, Y-5) - lor420",,,,109,113,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+0, Y-5) - lor2",up,"FadaFest Convention (X+0, Y-7) - yug221",,,,110,103,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+0, Y-5) - lor2",down,"FadaFest Convention (X+0, Y-2) - lor1",,,,110,125,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-5) - yug135",left,"FadaFest Convention (X+2, Y-6) - yug1",,,,111,107,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-5) - yug135",right,"FadaFest Convention (X+5, Y-5) - yug228",,,,111,112,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-5) - yug228",left,"FadaFest Convention (X+4, Y-5) - yug135",,,,112,111,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-5) - yug228",right,"FadaFest Convention (X+6, Y-5) - lor420",,,,112,113,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-5) - lor420",up,"FadaFest Convention (X+6, Y-7) - yug98",,,,113,105,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-5) - lor420",right,"FadaFest Convention (X+7, Y-6) - yug137",,,,113,109,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-5) - lor420",left,"FadaFest Convention (X+5, Y-5) - yug228",,,,113,112,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-4) - lor161",right,"FadaFest Convention (X+3, Y-4) - ren818",,,,114,115,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-4) - lor161",down,"FadaFest Convention (X+2, Y-2) - lor75",,,,114,126,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-4) - ren818",up,"FadaFest Convention (X+2, Y-6) - yug1",,,,115,107,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-4) - ren818",left,"FadaFest Convention (X+2, Y-4) - lor161",,,,115,114,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-4) - ren818",right,"FadaFest Convention (X+4, Y-4) - ren543",,,,115,116,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-4) - ren818",down,"FadaFest Convention (X+3, Y-3) - ren527",,,,115,120,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-4) - ren543",left,"FadaFest Convention (X+3, Y-4) - ren818",,,,116,115,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-4) - ren428",right,"FadaFest Convention (X+6, Y-4) - lor108",,,,117,118,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-4) - ren428",down,"FadaFest Convention (X+5, Y-3) - lor103",,,,117,122,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-4) - lor108",left,"FadaFest Convention (X+5, Y-4) - ren428",,,,118,117,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-4) - lor108",right,"FadaFest Convention (X+7, Y-4) - ren239",,,,118,119,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-4) - lor108",down,"FadaFest Convention (X+6, Y-3) - lor99",,,,118,123,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-4) - ren239",left,"FadaFest Convention (X+6, Y-4) - lor108",,,,119,118,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-4) - ren239",down,"FadaFest Convention (X+7, Y-3) - lor106",,,,119,124,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-3) - ren527",up,"FadaFest Convention (X+3, Y-4) - ren818",,,,120,115,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-3) - ren527",down,"FadaFest Convention (X+3, Y-2) - lor64",,,,120,127,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-3) - lor133",right,"FadaFest Convention (X+5, Y-3) - lor103",,,,121,122,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y-3) - lor133",down,"FadaFest Convention (X+3, Y-2) - lor64",,,,121,127,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-3) - lor103",up,"FadaFest Convention (X+5, Y-4) - ren428",,,,122,117,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-3) - lor103",left,"FadaFest Convention (X+4, Y-3) - lor133",,,,122,121,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-3) - lor103",right,"FadaFest Convention (X+6, Y-3) - lor99",,,,122,123,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-3) - lor103",down,"FadaFest Convention (X+5, Y-2) - lor81",,,,122,128,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-3) - lor99",up,"FadaFest Convention (X+6, Y-4) - lor108",,,,123,118,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-3) - lor99",left,"FadaFest Convention (X+5, Y-3) - lor103",,,,123,122,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-3) - lor99",right,"FadaFest Convention (X+7, Y-3) - lor106",,,,123,124,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-3) - lor106",up,"FadaFest Convention (X+7, Y-4) - ren239",,,,124,119,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-3) - lor106",left,"FadaFest Convention (X+6, Y-3) - lor99",,,,124,123,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-3) - lor106",down,"FadaFest Convention (X+7, Y-2) - lor116",,,,124,130,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+0, Y-2) - lor1",up,"FadaFest Convention (X+0, Y-5) - lor2",,,,125,110,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+0, Y-2) - lor1",right,"FadaFest Convention (X+2, Y-1) - lor3",,,,125,131,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+0, Y-2) - lor1",warp (down),"Fadalins Neighborhood (X+1, Y-12) - ren4873",,,,125,153,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-2) - lor75",up,"FadaFest Convention (X+2, Y-4) - lor161",,,,126,114,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-2) - lor75",right,"FadaFest Convention (X+3, Y-2) - lor64",,,,126,127,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-2) - lor64",up,"FadaFest Convention (X+3, Y-3) - ren527",,,,127,120,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-2) - lor64",up,"FadaFest Convention (X+4, Y-3) - lor133",,,,127,121,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-2) - lor64",left,"FadaFest Convention (X+2, Y-2) - lor75",,,,127,126,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-2) - lor64",right,"FadaFest Convention (X+5, Y-2) - lor81",,,,127,128,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-2) - lor64",left,"FadaFest Convention (X+2, Y-1) - lor3",,,,127,131,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-2) - lor64",right,"FadaFest Convention (X+5, Y-1) - ren327",,,,127,132,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-2) - lor64",down,"FadaFest Convention (X+3, Y+0) - lor566",,,,127,136,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y-2) - lor64",down,"FadaFest Convention (X+4, Y+0) - lor76",,,,127,137,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-2) - lor81",up,"FadaFest Convention (X+5, Y-3) - lor103",,,,128,122,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-2) - lor81",left,"FadaFest Convention (X+3, Y-2) - lor64",,,,128,127,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-2) - lor81",right,"FadaFest Convention (X+6, Y-2) - lor110",,,,128,129,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-2) - lor110",left,"FadaFest Convention (X+5, Y-2) - lor81",,,,129,128,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-2) - lor110",right,"FadaFest Convention (X+7, Y-2) - lor116",,,,129,130,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-2) - lor110",down,"FadaFest Convention (X+6, Y-1) - lor118",,,,129,133,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-2) - lor116",up,"FadaFest Convention (X+7, Y-3) - lor106",,,,130,124,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-2) - lor116",left,"FadaFest Convention (X+6, Y-2) - lor110",,,,130,129,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-2) - lor116",down,"FadaFest Convention (X+7, Y-1) - ren335",,,,130,134,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-1) - lor3",left,"FadaFest Convention (X+0, Y-2) - lor1",,,,131,125,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y-1) - lor3",right,"FadaFest Convention (X+3, Y-2) - lor64",,,,131,127,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-1) - ren327",left,"FadaFest Convention (X+3, Y-2) - lor64",,,,132,127,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y-1) - ren327",down,"FadaFest Convention (X+5, Y+0) - yug750",,,,132,138,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-1) - lor118",up,"FadaFest Convention (X+6, Y-2) - lor110",,,,133,129,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y-1) - lor118",right,"FadaFest Convention (X+7, Y-1) - ren335",,,,133,134,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-1) - ren335",up,"FadaFest Convention (X+7, Y-2) - lor116",,,,134,130,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y-1) - ren335",left,"FadaFest Convention (X+6, Y-1) - lor118",,,,134,133,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+2, Y+0) - yug763",right,"FadaFest Convention (X+3, Y+0) - lor566",,,,135,136,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y+0) - lor566",up,"FadaFest Convention (X+3, Y-2) - lor64",,,,136,127,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y+0) - lor566",left,"FadaFest Convention (X+2, Y+0) - yug763",,,,136,135,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+3, Y+0) - lor566",right,"FadaFest Convention (X+4, Y+0) - lor76",,,,136,137,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y+0) - lor76",up,"FadaFest Convention (X+3, Y-2) - lor64",,,,137,127,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+4, Y+0) - lor76",left,"FadaFest Convention (X+3, Y+0) - lor566",,,,137,136,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y+0) - yug750",up,"FadaFest Convention (X+5, Y-1) - ren327",,,,138,132,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+5, Y+0) - yug750",right,"FadaFest Convention (X+6, Y+0) - yug752",,,,138,139,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y+0) - yug752",left,"FadaFest Convention (X+5, Y+0) - yug750",,,,139,138,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+6, Y+0) - yug752",right,"FadaFest Convention (X+7, Y+0) - ren945",,,,139,140,FALSE,,,,,,,,,,,,,,,,
"FadaFest Convention (X+7, Y+0) - ren945",left,"FadaFest Convention (X+6, Y+0) - yug752",,,,140,139,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+1, Y-15) - ren4961",right,"Fadalins Neighborhood (X+2, Y-15) - ren5026",,,,141,142,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+1, Y-15) - ren4961",down,"Fadalins Neighborhood (X+1, Y-14) - ren4952",,,,141,148,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+1, Y-15) - ren4961",manhole (down),"Fadalins Neighborhood (Sewers) (X+1, Y-15) - ren1638",,,,141,168,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+2, Y-15) - ren5026",left,"Fadalins Neighborhood (X+1, Y-15) - ren4961",,,,142,141,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+2, Y-15) - ren5026",down,"Fadalins Neighborhood (X+2, Y-14) - ren4960",,,,142,149,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+3, Y-15) - ren5061",right,"Fadalins Neighborhood (X+4, Y-15) - ren4894",,,,143,144,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+3, Y-15) - ren5061",down,"Fadalins Neighborhood (X+3, Y-14) - ren5031",,,,143,150,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+4, Y-15) - ren4894",left,"Fadalins Neighborhood (X+3, Y-15) - ren5061",,,,144,143,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+4, Y-15) - ren4894",right,"Fadalins Neighborhood (X+6, Y-15) - ren5063",,,,144,145,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+4, Y-15) - ren4894",left,"Fadalins Neighborhood (X+3, Y-13) - ren4930",,,,144,152,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+4, Y-15) - ren4894",right,"Fadalins Neighborhood (X+6, Y-12) - ren4889",,,,144,154,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+4, Y-15) - ren4894",warp (up),"Fadalins Neighborhood (Interiors) (X+5, Y-13) - yug409",,,,144,162,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+4, Y-15) - ren4894",manhole (down),"Fadalins Neighborhood (Sewers) (X+4, Y-15) - ren1660",,,,144,169,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+4, Y-15) - ren4894",manhole (down),"Fadalins Neighborhood (Sewers) (X+4, Y-15) - ren1660",,,,144,169,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+4, Y-15) - ren4894",manhole (down),"Fadalins Neighborhood (Sewers) (X+4, Y-12) - ren1678",,,,144,181,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+4, Y-15) - ren4894",manhole (down),"Fadalins Neighborhood (Sewers) (X+4, Y-12) - ren1678",,,,144,181,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+4, Y-15) - ren4894",warp (up),"Fadolio Eternatum Museum (X-1, Y-3) - yug43",,,,144,190,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+6, Y-15) - ren5063",warp (up),"Escape House (X+0, Y-1) - lor10",,,,145,78,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+6, Y-15) - ren5063",left,"Fadalins Neighborhood (X+4, Y-15) - ren4894",,,,145,144,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+6, Y-15) - ren5063",right,"Fadalins Neighborhood (X+8, Y-15) - lor2641",,,,145,146,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+6, Y-15) - ren5063",down,"Fadalins Neighborhood (X+6, Y-12) - ren4889",,,,145,154,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+6, Y-15) - ren5063",down,"Fadalins Neighborhood (X+7, Y-12) - ren5069",,,,145,155,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+6, Y-15) - ren5063",warp (up),"Fadalins Neighborhood (Interiors) (X+6, Y-15) - ren1022",,,,145,161,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+8, Y-15) - lor2641",left,"Fadalins Neighborhood (X+6, Y-15) - ren5063",,,,146,145,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+8, Y-15) - lor2641",down,"Fadalins Neighborhood (X+8, Y-12) - yug5318",,,,146,156,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+8, Y-15) - lor2641",up,"Pipistrello Industries (X+5, Y-17) - lor2521",,,,146,589,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+9, Y-15) - yug5291",down,"Fadalins Neighborhood (X+9, Y-8) - yug5567",,,,147,160,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+1, Y-14) - ren4952",up,"Fadalins Neighborhood (X+1, Y-15) - ren4961",,,,148,141,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+1, Y-14) - ren4952",right,"Fadalins Neighborhood (X+2, Y-14) - ren4960",,,,148,149,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+2, Y-14) - ren4960",up,"Fadalins Neighborhood (X+2, Y-15) - ren5026",,,,149,142,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+2, Y-14) - ren4960",left,"Fadalins Neighborhood (X+1, Y-14) - ren4952",,,,149,148,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+2, Y-14) - ren4960",right,"Fadalins Neighborhood (X+3, Y-14) - ren5031",,,,149,150,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+2, Y-14) - ren4960",down,"Fadalins Neighborhood (X+1, Y-13) - ren4933",,,,149,151,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+3, Y-14) - ren5031",up,"Fadalins Neighborhood (X+3, Y-15) - ren5061",,,,150,143,FALSE,,,,,,,,,,,,,,,,
"Fadalins Neighborhood (X+3, Y-14) - ren5031",left,"Fadalins Neighborhood (X+2, Y-14) - ren4960",,,,150,149,FALSE,,,,,,,,,,,,,,,,
